T2M,PRECTOTCORR,WS2M,PS,RH2M,ALLSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,CLRSKY_SFC_PAR_TOT
24.48,0.02,1.79,94.4,80.44,101.15,12.12,0.17,0.85,125.08
23.58,0.02,1.28,94.43,86.62,35.05,4.24,0.02,0.1,37.75
20.73,0.02,1.86,94.78,93.25,44.25,5.35,0.05,0.27,82.05
21.73,0.01,2.36,94.86,88.19,92.8,11.69,0.24,1.2,182.7
22.63,0.02,2.55,94.92,83.25,152.1,19.65,0.55,2.95,281.98
23.47,0.03,2.5,94.91,79.38,215.73,28.11,0.92,4.58,354.7
24.22,0.05,2.48,94.84,76.5,262.85,34.05,1.22,6.35,403.77
24.99,0.05,2.46,94.74,74.5,296.0,39.59,1.45,7.67,429.77
25.67,0.06,2.41,94.63,72.94,282.92,37.85,1.3,6.62,400.0
25.98,0.05,2.34,94.54,72.12,201.02,26.83,0.82,4.17,332.67
25.85,0.05,2.28,94.5,72.12,166.95,21.05,0.49,2.5,237.67
25.29,0.05,2.18,94.48,73.94,109.12,12.83,0.19,0.9,127.7
24.1,0.04,1.58,94.5,81.56,33.1,4.08,0.02,0.1,38.23
20.51,0.02,1.34,94.82,92.19,32.48,4.04,0.04,0.2,81.9
22.05,0.02,1.7,94.88,85.75,57.9,7.73,0.16,0.83,182.45
23.47,0.03,1.75,94.91,80.25,125.98,16.74,0.48,2.5,279.65
24.56,0.03,1.76,94.89,76.69,152.52,20.56,0.68,3.35,355.73
25.24,0.02,1.78,94.83,74.56,188.35,25.37,0.9,4.65,399.8
25.64,0.01,1.83,94.74,73.31,188.25,26.05,0.93,4.9,424.55
25.57,0.01,1.85,94.66,73.19,204.92,27.91,0.95,4.75,393.65
25.45,0.01,1.83,94.61,73.38,165.33,22.15,0.67,3.4,325.7
25.11,0.01,1.74,94.59,74.56,102.42,13.68,0.33,1.7,226.48
24.61,0.01,1.53,94.6,77.44,58.23,7.65,0.12,0.58,119.98
23.77,0.01,1.05,94.61,83.88,20.2,2.54,0.02,0.05,36.25
20.08,0.01,0.68,94.7,99.25,11.02,1.43,0.01,0.02,13.62
21.92,0.02,1.45,94.75,92.25,61.5,7.56,0.09,0.42,92.67
23.6,0.01,1.65,94.81,84.44,123.73,15.64,0.33,1.65,199.0
25.01,0.01,1.59,94.83,78.44,190.88,24.83,0.71,3.73,300.17
26.01,0.01,1.58,94.8,74.81,266.55,35.18,1.19,5.92,375.9
26.65,0.02,1.66,94.74,72.56,305.27,40.46,1.47,7.85,417.15
26.9,0.02,1.77,94.66,71.31,270.15,36.18,1.33,7.17,415.98
27.09,0.02,1.85,94.56,70.31,306.27,39.42,1.36,7.02,383.8
27.08,0.02,1.87,94.48,70.06,199.38,25.69,0.79,4.05,315.2
26.75,0.03,1.84,94.44,71.38,165.88,20.28,0.48,2.5,222.23
26.0,0.04,1.57,94.44,76.38,104.9,12.34,0.19,0.9,120.42
24.76,0.04,1.13,94.46,84.81,31.17,3.84,0.02,0.1,35.65
20.69,0.1,0.55,94.76,98.62,10.67,1.31,0.01,0.02,13.15
22.01,0.08,0.92,94.8,94.19,47.0,6.16,0.07,0.33,88.7
23.05,0.08,0.65,94.85,89.56,100.0,13.22,0.27,1.38,194.95
24.44,0.08,0.29,94.88,80.56,157.85,20.96,0.59,3.1,295.95
25.58,0.07,0.31,94.85,71.38,221.58,29.46,0.96,4.77,372.2
26.08,0.04,0.53,94.79,68.19,249.02,33.38,1.17,6.1,415.05
26.27,0.05,0.72,94.69,67.06,278.67,38.27,1.38,7.25,435.05
26.32,0.07,0.85,94.59,67.06,273.9,37.05,1.27,6.35,407.9
26.41,0.09,0.87,94.52,67.44,199.77,27.7,0.84,4.27,345.92
26.51,0.09,0.8,94.48,68.19,115.75,16.23,0.4,2.02,254.98
26.29,0.09,0.7,94.49,69.25,74.85,9.95,0.15,0.73,146.83
25.78,0.1,0.46,94.51,73.5,22.5,3.03,0.02,0.08,44.58
20.05,0.08,0.61,94.65,96.25,12.65,1.66,0.01,0.02,16.58
21.83,0.06,0.8,94.72,92.31,81.58,9.74,0.11,0.52,109.38
24.33,0.08,0.74,94.78,81.75,173.15,21.93,0.45,2.25,224.25
26.08,0.08,0.8,94.8,75.56,242.73,32.67,0.94,4.9,328.85
27.24,0.06,0.86,94.76,71.88,331.17,45.16,1.52,7.9,404.35
27.9,0.05,0.9,94.7,69.75,368.8,50.89,1.88,10.05,447.58
28.15,0.06,0.91,94.61,68.44,383.05,52.51,1.96,10.62,454.2
28.01,0.08,0.79,94.52,67.75,337.73,46.13,1.63,8.5,424.45
27.64,0.09,0.64,94.46,68.38,250.55,34.23,1.07,5.5,361.48
27.08,0.13,0.5,94.42,72.56,169.98,23.54,0.59,3.02,271.23
26.9,0.17,0.28,94.42,74.69,83.92,12.07,0.2,0.98,159.67
26.31,0.19,0.28,94.46,75.5,15.83,2.27,0.02,0.05,49.98
21.07,0.47,0.59,94.72,98.06,16.45,2.06,0.01,0.02,18.55
22.52,0.48,1.0,94.76,94.94,106.42,12.65,0.15,0.7,121.6
23.79,0.46,0.79,94.8,90.44,227.23,28.22,0.59,2.95,238.2
25.02,0.45,0.59,94.81,84.81,322.25,42.29,1.23,6.5,339.4
26.09,0.4,0.46,94.79,79.31,379.17,51.09,1.78,9.0,413.55
26.78,0.37,0.37,94.72,75.44,400.85,55.05,2.08,11.23,456.12
27.26,0.42,0.43,94.64,72.81,369.27,51.08,1.95,10.62,457.08
27.42,0.7,0.73,94.57,71.5,317.25,43.68,1.58,8.02,426.33
27.27,0.95,0.93,94.53,72.81,262.8,35.84,1.14,5.88,361.23
26.87,0.96,0.9,94.52,75.69,186.52,24.97,0.62,3.25,265.5
26.25,0.78,0.78,94.54,79.44,111.08,14.21,0.23,1.12,151.6
25.17,0.69,0.65,94.57,85.44,32.1,4.08,0.02,0.1,44.55
21.26,0.11,0.41,94.76,96.94,12.17,1.53,0.01,0.02,13.98
22.03,0.13,0.71,94.8,96.06,62.3,7.62,0.09,0.4,90.0
22.83,0.15,0.73,94.82,93.88,136.3,17.08,0.35,1.75,193.4
23.83,0.15,0.77,94.85,90.06,222.58,28.17,0.77,4.05,292.0
24.98,0.16,0.82,94.83,84.75,301.58,38.62,1.25,6.33,367.2
26.06,0.21,0.84,94.77,78.88,325.15,42.11,1.49,7.9,412.33
26.77,0.22,0.73,94.69,75.12,367.27,51.2,1.88,10.1,459.4
27.23,0.31,0.6,94.59,72.81,381.48,51.8,1.79,9.33,429.12
27.38,0.36,0.68,94.53,71.5,261.75,36.41,1.12,5.73,363.95
27.23,0.37,0.9,94.5,71.69,186.62,25.15,0.6,3.08,266.98
26.59,0.42,1.17,94.5,74.56,100.23,13.0,0.2,0.95,150.8
25.45,0.46,1.06,94.52,82.88,29.38,3.8,0.02,0.08,44.58
20.89,0.12,1.13,94.74,98.0,11.7,1.57,0.01,0.02,16.45
21.54,0.05,1.67,94.82,96.5,58.23,7.42,0.09,0.42,105.5
22.18,0.01,2.13,94.89,94.25,120.83,16.5,0.37,1.83,219.62
23.04,0.01,2.52,94.92,90.12,197.38,26.97,0.8,4.25,322.65
24.15,0.01,2.7,94.9,83.0,258.7,35.73,1.23,6.2,398.88
25.23,0.01,2.77,94.84,76.12,262.6,37.3,1.39,7.35,441.55
25.91,0.03,2.73,94.74,71.62,292.65,42.7,1.62,8.73,464.05
26.01,0.05,2.66,94.65,69.69,296.27,42.02,1.51,7.73,430.83
25.88,0.08,2.58,94.58,69.31,247.7,34.48,1.09,5.6,363.75
25.59,0.13,2.48,94.53,70.25,186.83,25.05,0.62,3.12,268.77
24.99,0.19,2.27,94.53,73.0,109.98,14.14,0.22,1.08,155.17
23.82,0.22,1.6,94.55,81.12,31.15,3.96,0.02,0.1,45.77
19.66,0.06,0.79,94.71,97.81,15.48,1.97,0.01,0.02,17.67
20.73,0.06,1.43,94.77,93.94,82.45,10.2,0.12,0.58,114.67
21.86,0.04,1.73,94.82,89.06,150.98,20.27,0.45,2.25,232.4
23.22,0.05,2.03,94.85,82.31,273.25,36.56,1.08,5.75,334.1
24.51,0.06,2.21,94.83,75.62,321.92,44.38,1.55,7.73,409.45
25.39,0.09,2.23,94.76,72.19,365.95,50.61,1.91,10.25,450.92
25.91,0.13,2.25,94.65,71.06,372.83,50.81,1.93,10.5,453.52
26.18,0.17,2.28,94.54,70.75,332.77,45.61,1.64,8.4,422.4
26.29,0.23,2.27,94.46,70.81,261.3,35.79,1.12,5.85,357.8
26.08,0.29,2.19,94.41,71.69,204.48,26.77,0.66,3.35,264.27
25.51,0.33,2.02,94.39,74.5,125.4,15.56,0.23,1.17,151.33
24.36,0.35,1.51,94.43,82.12,37.9,4.66,0.02,0.1,44.12
20.43,0.05,1.81,94.69,94.69,37.23,5.16,0.06,0.33,103.9
21.9,0.04,2.09,94.76,89.25,86.7,12.18,0.28,1.4,216.33
23.65,0.06,2.21,94.81,81.12,148.27,20.74,0.62,3.3,317.92
25.06,0.08,2.19,94.81,74.19,179.7,25.49,0.88,4.38,393.67
25.94,0.11,2.08,94.77,70.88,229.67,32.55,1.21,6.42,436.8
26.36,0.14,2.13,94.68,69.88,308.92,41.39,1.53,8.25,436.83
26.59,0.16,2.23,94.57,69.88,261.67,35.16,1.23,6.25,404.58
26.5,0.12,2.18,94.51,70.31,224.3,29.94,0.93,4.83,340.92
26.2,0.12,2.04,94.47,70.94,169.33,22.16,0.54,2.83,246.48
25.48,0.13,1.87,94.47,73.69,94.17,12.17,0.19,0.92,136.42
24.33,0.15,1.4,94.5,81.0,27.38,3.54,0.02,0.08,37.9
19.98,0.03,0.56,94.71,97.69,17.25,2.16,0.01,0.02,17.92
21.13,0.03,0.95,94.77,93.81,102.33,12.02,0.14,0.67,111.65
22.46,0.04,1.05,94.83,88.69,221.4,26.94,0.55,2.77,225.1
23.96,0.08,1.09,94.87,82.31,322.27,41.21,1.17,6.02,326.6
25.26,0.12,1.04,94.85,77.19,388.58,51.42,1.73,9.17,401.12
26.26,0.18,0.98,94.79,74.06,422.92,56.68,2.09,11.45,442.67
26.78,0.25,1.04,94.69,72.81,433.92,60.13,2.28,12.58,468.45
27.1,0.28,1.09,94.6,72.12,388.08,53.48,1.91,10.2,438.05
27.23,0.33,1.16,94.52,71.38,324.55,44.07,1.38,7.12,373.67
27.03,0.3,1.22,94.47,71.81,255.27,32.86,0.79,3.95,280.0
26.37,0.24,1.22,94.46,75.5,147.85,17.69,0.26,1.27,164.95
25.35,0.21,1.01,94.49,82.12,41.98,4.7,0.02,0.1,48.92
20.84,0.08,0.73,94.75,98.38,10.62,1.43,0.01,0.02,17.73
21.78,0.13,1.39,94.83,95.88,40.77,5.65,0.07,0.35,111.33
22.58,0.22,1.38,94.88,93.5,96.17,13.62,0.31,1.6,225.05
23.33,0.3,1.29,94.91,90.94,146.33,20.68,0.63,3.38,326.23
24.02,0.44,1.29,94.89,88.44,201.7,28.61,0.99,4.92,400.45
24.49,0.55,1.33,94.83,86.62,241.7,34.2,1.27,6.77,442.58
24.83,0.61,1.37,94.74,85.31,251.9,35.51,1.34,7.27,449.7
24.98,0.65,1.34,94.67,84.75,260.02,36.3,1.3,6.6,419.8
24.9,0.72,1.36,94.63,85.12,230.98,31.66,1.0,5.17,355.05
24.6,0.84,1.35,94.63,86.88,157.85,21.72,0.55,2.83,262.08
24.09,0.86,1.25,94.65,90.81,83.98,11.45,0.18,0.9,149.8
23.33,0.86,0.98,94.69,95.12,25.05,3.21,0.02,0.08,41.48
21.41,0.26,1.52,94.8,96.5,35.7,5.11,0.06,0.3,106.23
22.55,0.25,1.81,94.86,93.06,67.4,9.73,0.22,1.12,218.2
23.72,0.24,1.82,94.89,87.81,103.55,14.93,0.44,2.33,317.27
24.97,0.28,1.78,94.87,80.69,190.35,27.08,0.93,4.62,389.85
25.93,0.37,1.84,94.8,75.12,246.92,34.3,1.24,6.58,430.25
26.5,0.43,1.88,94.69,72.25,232.23,33.41,1.24,6.62,438.83
26.73,0.46,1.87,94.59,71.19,233.48,32.69,1.16,5.8,407.05
26.65,0.51,1.83,94.52,71.38,203.0,27.77,0.86,4.42,340.77
26.28,0.63,1.76,94.49,72.62,154.67,20.62,0.5,2.55,247.8
25.62,0.6,1.59,94.48,76.25,108.5,13.27,0.2,0.95,134.5
24.56,0.47,1.15,94.49,83.5,32.55,4.02,0.02,0.08,36.3
20.13,0.04,0.67,94.69,98.5,10.8,1.48,0.01,0.02,17.7
21.62,0.05,1.41,94.76,95.19,57.35,7.79,0.09,0.48,109.85
22.93,0.07,1.73,94.82,90.94,133.6,17.98,0.4,2.02,224.23
24.33,0.06,1.73,94.84,85.0,197.27,27.25,0.83,4.45,325.98
25.65,0.05,1.62,94.8,79.0,255.75,35.34,1.24,6.17,400.55
26.56,0.05,1.44,94.74,74.94,253.35,35.91,1.37,7.23,441.55
27.07,0.07,1.27,94.65,72.19,234.83,32.98,1.23,6.6,437.0
27.27,0.09,1.13,94.57,70.31,199.4,27.95,1.0,5.02,403.98
27.18,0.13,1.07,94.51,69.5,259.77,34.11,1.04,5.4,334.1
26.89,0.19,1.04,94.48,69.94,187.58,23.58,0.55,2.8,236.02
26.3,0.22,1.07,94.48,72.94,116.2,13.8,0.2,0.98,122.42
25.26,0.28,0.92,94.52,80.81,30.3,3.77,0.02,0.08,31.88
20.51,0.11,0.89,94.64,98.5,15.2,1.98,0.01,0.02,17.1
21.69,0.19,1.67,94.7,95.25,66.6,8.11,0.09,0.48,104.25
22.78,0.24,1.89,94.76,91.25,140.12,18.2,0.41,2.05,216.75
24.17,0.32,1.91,94.79,85.31,221.95,29.51,0.88,4.67,321.67
25.41,0.42,1.76,94.77,79.38,302.88,40.74,1.41,7.23,398.7
26.04,0.46,1.51,94.69,76.06,344.52,47.1,1.74,9.42,440.92
26.16,0.45,1.27,94.6,74.81,386.2,52.93,2.0,10.92,457.0
25.98,0.41,1.08,94.51,75.38,326.52,45.38,1.61,8.48,426.3
25.7,0.35,0.97,94.45,76.81,311.83,41.38,1.27,6.62,359.77
25.33,0.38,0.91,94.44,79.06,227.3,29.1,0.7,3.48,265.0
24.77,0.33,0.87,94.44,83.0,114.3,14.22,0.21,1.02,151.52
24.05,0.33,0.65,94.47,88.62,30.38,3.75,0.02,0.08,41.77
20.51,0.45,1.01,94.65,98.25,13.17,1.76,0.01,0.02,19.58
21.43,0.49,1.67,94.68,95.44,60.05,8.35,0.1,0.5,119.42
22.25,0.57,1.76,94.7,92.25,102.62,14.78,0.34,1.67,236.42
23.54,0.6,1.79,94.7,86.94,164.8,23.85,0.7,3.73,338.08
25.02,0.7,1.71,94.67,81.25,242.8,34.55,1.18,5.88,411.98
26.03,0.81,1.55,94.6,77.56,315.42,44.73,1.64,8.67,453.5
26.64,0.88,1.47,94.5,75.56,343.67,47.04,1.73,9.2,448.9
26.98,0.9,1.35,94.42,74.12,297.45,41.05,1.42,7.17,417.3
26.8,0.99,1.2,94.36,74.12,238.38,32.57,0.98,5.05,350.4
26.2,1.01,1.08,94.35,77.56,173.5,23.14,0.54,2.75,255.98
25.42,1.02,0.85,94.35,84.31,77.35,10.55,0.16,0.77,143.95
24.47,0.83,0.74,94.38,89.69,16.92,2.37,0.01,0.05,38.15
21.06,0.16,1.04,94.54,98.31,14.27,1.89,0.01,0.02,19.42
21.77,0.19,1.62,94.59,96.75,67.92,8.49,0.1,0.5,115.73
22.62,0.22,2.02,94.66,94.38,127.85,16.94,0.38,1.88,229.48
23.73,0.26,2.29,94.7,90.31,177.58,25.04,0.75,4.02,330.3
25.0,0.36,2.41,94.67,84.75,217.75,30.76,1.07,5.33,403.77
26.17,0.47,2.36,94.59,79.25,304.2,42.22,1.56,8.33,444.27
26.89,0.46,2.24,94.51,75.88,337.42,47.26,1.77,9.55,458.85
27.13,0.43,2.16,94.43,74.62,287.58,40.52,1.45,7.35,425.85
27.09,0.44,2.13,94.37,74.69,246.67,33.87,1.05,5.42,358.35
26.74,0.49,2.07,94.35,77.06,162.25,22.05,0.54,2.73,261.5
25.85,0.57,1.86,94.37,82.75,104.08,13.12,0.2,0.95,144.88
24.63,0.56,1.38,94.42,90.62,26.55,3.35,0.02,0.08,38.15
20.98,0.1,0.84,94.66,98.25,12.0,1.59,0.01,0.02,18.33
21.97,0.18,1.36,94.7,96.62,55.35,7.37,0.09,0.42,108.98
23.0,0.23,1.68,94.75,94.44,120.62,16.43,0.36,1.8,222.05
23.81,0.25,1.9,94.79,91.62,186.83,25.64,0.75,3.95,322.67
24.5,0.32,2.05,94.79,88.75,220.92,30.74,1.04,5.15,396.83
25.05,0.41,2.31,94.72,85.69,270.7,37.33,1.35,7.08,438.02
25.46,0.5,2.62,94.63,82.69,309.1,41.59,1.49,7.9,434.38
25.5,0.48,2.76,94.54,81.12,290.17,38.36,1.3,6.52,399.33
25.12,0.57,2.88,94.48,82.31,202.08,27.37,0.81,4.17,333.83
24.64,0.66,2.82,94.45,83.19,137.45,18.11,0.41,2.1,236.2
23.81,0.78,2.48,94.46,85.81,76.3,9.95,0.14,0.7,123.83
22.69,0.75,1.86,94.5,90.62,10.9,1.45,0.01,0.02,30.88
19.39,0.05,0.55,94.66,96.62,14.65,1.91,0.01,0.02,18.42
20.69,0.1,0.8,94.72,92.75,68.2,8.81,0.1,0.5,112.83
22.95,0.18,0.39,94.78,83.56,133.17,18.09,0.39,1.98,230.95
25.05,0.16,0.49,94.82,73.44,240.98,32.39,0.94,4.98,333.0
26.48,0.09,0.55,94.79,68.19,252.58,35.95,1.21,6.12,407.02
27.28,0.06,0.64,94.73,65.62,362.3,49.6,1.79,9.5,447.75
27.56,0.04,0.69,94.66,65.19,330.55,45.04,1.63,8.7,442.17
27.57,0.02,0.65,94.58,65.19,326.83,43.77,1.5,7.55,410.45
27.43,0.01,0.62,94.52,65.38,272.55,35.8,1.05,5.4,343.4
25.77,0.01,0.63,94.48,75.0,23.77,2.98,0.01,0.05,35.95
20.66,0.22,0.49,94.71,97.56,10.08,1.44,0.01,0.02,23.1
21.65,0.24,0.71,94.77,95.31,43.15,6.35,0.09,0.4,129.92
22.75,0.27,0.75,94.81,91.56,71.1,10.87,0.25,1.25,249.35
23.6,0.33,0.67,94.84,87.06,163.8,24.23,0.73,3.88,350.4
24.36,0.42,0.5,94.84,82.81,306.12,43.13,1.48,7.45,423.15
25.12,0.52,0.38,94.78,78.56,346.38,48.84,1.81,9.62,462.7
25.45,0.61,0.33,94.69,76.69,372.08,50.29,1.85,9.92,448.88
25.44,0.63,0.36,94.62,76.31,325.17,44.45,1.52,7.85,415.65
25.33,0.61,0.44,94.56,76.69,275.7,36.51,1.09,5.6,347.7
25.12,0.63,0.52,94.54,78.0,196.95,25.3,0.58,2.9,249.33
24.69,0.73,0.67,94.56,81.12,101.1,12.92,0.18,0.9,135.98
23.88,0.92,0.61,94.58,87.12,20.73,2.68,0.01,0.05,34.12
21.26,0.21,1.56,94.81,96.44,18.83,2.72,0.03,0.17,119.62
21.83,0.17,1.81,94.87,94.5,58.3,8.55,0.2,1.0,237.0
22.91,0.14,1.82,94.9,90.5,134.08,19.44,0.59,3.17,338.52
23.9,0.12,1.62,94.88,84.88,254.7,36.02,1.27,6.3,412.15
24.73,0.11,1.46,94.82,79.56,286.38,40.92,1.53,8.12,452.83
25.3,0.13,1.41,94.72,76.38,315.5,44.53,1.67,8.98,456.42
25.64,0.14,1.37,94.63,74.31,293.55,41.05,1.46,7.35,422.02
25.75,0.15,1.26,94.57,73.0,190.0,26.73,0.84,4.42,354.25
25.6,0.16,1.13,94.53,72.88,156.27,21.47,0.53,2.7,258.12
25.11,0.16,1.26,94.54,75.12,58.4,8.09,0.12,0.6,144.48
24.03,0.12,1.16,94.56,82.56,12.92,1.73,0.01,0.02,36.3
19.96,0.02,0.76,94.72,98.19,15.58,2.02,0.01,0.02,21.05
21.25,0.02,1.43,94.78,94.06,69.62,9.34,0.12,0.58,119.92
22.62,0.05,1.6,94.84,88.69,154.85,21.06,0.47,2.35,237.02
24.12,0.12,1.61,94.87,82.19,238.77,32.75,0.97,5.15,338.48
25.44,0.17,1.45,94.82,77.25,341.48,46.41,1.58,7.88,411.88
26.26,0.17,1.23,94.73,74.0,380.9,51.97,1.91,10.17,451.5
26.73,0.18,1.1,94.63,71.94,389.45,53.84,1.99,10.67,458.05
26.92,0.19,1.06,94.54,70.5,349.85,48.03,1.66,8.55,425.55
26.95,0.19,1.09,94.48,69.75,300.2,40.38,1.21,6.25,358.9
26.69,0.22,1.15,94.44,70.25,222.35,28.57,0.65,3.23,263.58
26.07,0.26,1.27,94.44,73.25,125.92,15.02,0.2,0.98,148.12
24.91,0.25,1.09,94.46,81.5,29.92,3.57,0.02,0.05,37.15
20.49,0.39,0.89,94.63,98.38,11.3,1.59,0.01,0.02,23.65
21.65,0.74,1.74,94.68,95.62,49.0,6.94,0.09,0.45,130.7
22.7,1.31,2.14,94.73,92.56,114.4,16.6,0.39,1.98,250.8
23.91,2.35,2.27,94.75,88.19,149.27,22.28,0.69,3.65,351.5
25.06,2.92,2.25,94.72,83.38,200.9,29.85,1.05,5.25,424.12
25.94,2.82,2.15,94.64,79.19,349.58,49.3,1.86,9.95,463.17
26.5,2.33,2.05,94.54,76.38,372.85,52.11,1.95,10.62,461.12
26.64,1.78,1.95,94.44,75.12,345.95,47.82,1.68,8.7,427.0
26.22,1.34,1.87,94.39,77.0,301.23,40.77,1.25,6.55,360.4
25.41,1.01,1.78,94.37,81.38,217.42,28.35,0.66,3.35,264.73
24.53,0.66,1.58,94.38,86.75,119.7,14.52,0.2,1.0,149.48
23.68,0.42,1.28,94.41,92.0,33.2,3.83,0.02,0.08,37.48
20.55,0.04,1.21,94.4,98.12,20.25,2.54,0.01,0.02,23.3
21.42,0.05,1.85,94.46,95.88,64.58,8.59,0.11,0.55,128.02
22.54,0.09,2.1,94.58,91.75,151.4,20.96,0.48,2.48,245.8
23.91,0.14,2.18,94.66,85.88,229.95,32.02,0.98,5.27,346.27
25.18,0.22,2.01,94.64,81.0,324.52,44.68,1.58,7.92,418.85
25.9,0.38,1.69,94.56,78.5,356.9,49.59,1.88,10.05,457.2
25.94,0.57,1.39,94.47,78.25,352.73,49.57,1.89,10.2,463.73
25.77,0.67,1.29,94.39,79.62,340.62,47.46,1.69,8.67,429.25
25.49,0.65,1.27,94.34,82.12,274.62,37.47,1.16,6.05,361.12
25.05,0.57,1.18,94.3,85.5,190.92,25.54,0.61,3.08,264.55
24.54,0.5,0.9,94.3,90.0,97.9,12.77,0.19,0.9,148.35
23.86,0.46,0.69,94.33,93.81,25.77,3.27,0.02,0.05,36.33
20.48,0.17,0.66,94.52,98.38,14.62,2.0,0.01,0.02,23.98
21.25,0.15,1.19,94.57,96.56,67.35,9.24,0.12,0.6,130.98
22.02,0.14,0.97,94.64,94.31,122.35,17.45,0.41,2.08,248.67
23.26,0.17,0.86,94.69,90.0,202.1,28.76,0.88,4.73,348.98
24.62,0.23,1.01,94.68,84.31,273.33,38.95,1.38,6.9,421.3
25.56,0.29,0.99,94.61,79.44,308.0,43.91,1.66,8.8,459.88
26.12,0.36,0.82,94.51,76.44,320.3,45.24,1.72,9.17,461.23
26.38,0.36,0.62,94.43,74.81,312.05,43.23,1.54,7.77,425.7
26.44,0.31,0.53,94.35,74.25,249.62,34.61,1.07,5.65,356.75
26.31,0.26,0.46,94.33,74.81,185.9,24.77,0.59,2.98,258.7
25.94,0.24,0.41,94.33,77.31,97.33,12.55,0.18,0.88,143.6
25.31,0.22,0.52,94.36,80.5,26.02,3.25,0.02,0.05,34.67
21.02,0.02,0.5,94.6,97.5,18.17,2.39,0.01,0.05,23.42
22.29,0.02,0.77,94.66,94.75,70.5,9.27,0.12,0.6,127.85
23.49,0.01,0.74,94.69,90.44,155.12,20.84,0.47,2.38,245.45
25.0,0.03,0.71,94.68,84.19,194.0,27.03,0.82,4.3,345.73
26.31,0.07,0.74,94.61,77.56,232.35,34.07,1.21,6.02,418.77
27.33,0.09,0.69,94.51,73.06,353.25,49.53,1.86,9.92,457.55
27.99,0.13,0.58,94.4,70.12,360.8,49.5,1.87,10.08,454.05
28.22,0.17,0.5,94.3,68.88,345.4,46.91,1.66,8.35,420.62
28.38,0.16,0.44,94.24,68.12,286.77,38.11,1.17,6.23,352.12
28.22,0.16,0.4,94.23,68.31,201.67,26.12,0.62,3.2,255.8
27.8,0.17,0.32,94.26,70.75,112.65,13.91,0.2,0.98,140.52
26.86,0.17,0.43,94.31,75.69,26.65,3.42,0.02,0.05,32.6
22.12,1.56,1.64,94.68,96.38,17.45,2.54,0.03,0.17,127.35
22.76,1.67,1.82,94.77,94.88,38.65,5.85,0.14,0.7,243.23
23.48,1.44,1.82,94.81,92.69,101.48,15.16,0.47,2.52,343.08
24.19,1.39,1.7,94.82,89.38,138.75,20.65,0.72,3.6,415.33
24.64,1.52,1.55,94.77,86.5,198.75,29.11,1.08,5.62,453.98
24.88,1.38,1.56,94.68,84.44,225.85,32.66,1.21,6.38,455.23
25.03,1.03,1.62,94.6,83.19,252.55,35.91,1.27,6.35,420.15
25.01,0.63,1.7,94.53,82.94,202.35,28.98,0.9,4.7,350.45
24.77,0.36,1.78,94.48,84.44,158.9,21.71,0.52,2.65,252.95
24.3,0.25,1.73,94.45,87.94,86.75,11.53,0.16,0.8,139.45
23.55,0.19,1.28,94.44,93.0,24.08,3.12,0.02,0.05,32.02
20.43,0.02,0.68,94.59,97.5,20.38,2.55,0.01,0.05,22.1
21.5,0.03,1.28,94.63,93.56,49.4,6.81,0.09,0.45,120.15
22.65,0.05,1.58,94.65,89.0,105.23,14.9,0.35,1.77,237.4
24.3,0.09,1.6,94.67,82.38,180.17,25.49,0.8,4.23,338.15
25.88,0.14,1.35,94.66,76.44,240.15,34.46,1.22,6.05,410.95
26.79,0.2,1.06,94.6,72.88,309.7,43.16,1.63,8.65,449.35
27.22,0.24,0.87,94.51,71.0,318.85,44.22,1.66,8.85,446.35
27.4,0.24,0.82,94.42,70.19,317.77,42.66,1.5,7.52,410.5
27.31,0.22,0.93,94.36,69.81,247.77,33.25,1.02,5.38,340.8
26.98,0.18,1.02,94.33,70.56,182.23,23.59,0.55,2.83,241.35
26.46,0.18,0.94,94.32,73.75,93.02,11.78,0.16,0.8,127.88
25.6,0.14,0.72,94.35,77.75,23.67,2.95,0.01,0.05,28.5
20.65,0.05,0.61,94.48,99.0,19.48,2.46,0.01,0.02,21.77
22.18,0.06,1.28,94.55,94.38,80.08,10.09,0.12,0.62,121.58
23.53,0.09,1.48,94.61,89.25,153.7,20.56,0.46,2.3,237.6
25.05,0.11,1.22,94.64,82.75,200.38,27.95,0.84,4.4,338.48
26.21,0.16,0.95,94.62,77.75,286.4,39.52,1.35,6.83,410.55
26.95,0.19,0.91,94.54,74.5,317.9,44.63,1.65,8.75,448.62
27.49,0.25,1.02,94.45,72.19,364.25,49.6,1.83,9.8,447.95
27.71,0.24,1.11,94.35,71.06,329.0,44.8,1.53,7.95,412.58
27.37,0.23,1.27,94.31,72.88,290.08,38.31,1.12,5.85,344.4
26.8,0.21,1.45,94.3,76.69,216.27,27.41,0.61,3.05,248.48
26.08,0.17,1.45,94.31,82.0,117.75,13.98,0.18,0.88,134.02
25.1,0.15,1.18,94.36,88.38,28.27,3.45,0.01,0.05,30.27
21.09,0.33,0.48,94.51,97.94,16.85,2.31,0.01,0.05,23.92
22.22,0.71,1.14,94.59,95.0,105.17,12.24,0.16,0.75,128.33
23.3,1.34,1.27,94.64,91.81,162.17,21.0,0.48,2.4,245.0
24.51,2.13,1.34,94.67,87.56,245.65,33.83,1.03,5.48,345.92
25.48,3.08,1.24,94.64,83.56,296.0,41.67,1.47,7.55,417.58
